"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster"
"PLEKHH3",8.14501198460597e-08,1.28936906264537,0.4,0.18,0.00314446332677698,"Intermediate"
"RMND5B",8.77314391393293e-11,1.2881134050289,0.49,0.2,3.38695993941295e-06,"Intermediate"
"PTAR1",2.0374824543762e-13,1.28759755486902,0.74,0.399,7.86590476336475e-09,"Intermediate"
"XPR1",4.75877909415075e-08,1.28651488552694,0.7,0.415,0.00183717425708784,"Intermediate"
"RBM47",4.25748713571931e-16,1.28633499127049,0.87,0.512,1.6436454836158e-11,"Intermediate"
"ANKRD49",9.8206200540406e-10,1.28593206929216,0.34,0.122,3.79134857806291e-05,"Intermediate"
"CCSAP",6.56539087973387e-09,1.2841709800617,0.25,0.082,0.000253463480303006,"Intermediate"
"CCN2",5.75856451185311e-06,1.28274069279123,0.63,0.377,0.222315141544601,"Intermediate"
"DENND1B",4.91743799605056e-06,1.28214667364885,0.51,0.289,0.189842611275528,"Intermediate"
"IQCG",0.00317414958810185,1.28086859492248,0.35,0.212,1,"Intermediate"
"KITLG",1.00281882340952e-07,1.28024464136445,0.45,0.222,0.00387148234965479,"Intermediate"
"NVL",3.7817823887522e-10,1.28013773379485,0.66,0.333,1.45999490900167e-05,"Intermediate"
"ACSL3",6.69419557649733e-17,1.27945550157624,0.92,0.674,2.58436114426256e-12,"Intermediate"
"VPS37C",8.82295446021226e-12,1.27873454969719,0.35,0.116,3.40618979890954e-07,"Intermediate"
"POLR3K",4.45689081585152e-11,1.27793914906276,0.58,0.287,1.72062726836764e-06,"Intermediate"
"TRIAP1",1.68095524000007e-11,1.27785005137238,0.68,0.374,6.48949579954426e-07,"Intermediate"
"SOX4",4.60387069208619e-11,1.27753284619614,0.92,0.75,1.77737031938679e-06,"Intermediate"
"IFI16",1.47726976559324e-12,1.27704714485851,0.46,0.177,5.70314765704927e-08,"Intermediate"
"RNF14",1.10620025500728e-10,1.27696860560587,0.5,0.208,4.27059670448112e-06,"Intermediate"
"PMEPA1",3.39497361576402e-05,1.27388498326818,0.28,0.137,1,"Intermediate"
"WDR43",3.75922722729361e-19,1.2736703156487,0.86,0.483,1.45128726336897e-14,"Intermediate"
"CHCHD4",1.73672350728976e-14,1.27365385713072,0.44,0.146,6.70479477224286e-10,"Intermediate"
"AARS1",3.42200621814368e-12,1.27349364745172,0.63,0.299,1.32109972057655e-07,"Intermediate"
"CCDC137",5.0547619875665e-12,1.27303338379294,0.59,0.268,1.95144141291992e-07,"Intermediate"
"TBC1D14",1.04292566957667e-10,1.27292177383103,0.59,0.264,4.02631883996768e-06,"Intermediate"
"MYBL2",1.51248426783846e-08,1.27258734718015,0.52,0.294,0.000583909676441715,"Intermediate"
"GNPNAT1",7.67134745469724e-12,1.27245793221388,0.64,0.327,2.96160039836041e-07,"Intermediate"
"ENSG00000254420",8.81002714199847e-06,1.27215087553073,0.54,0.3,0.340119907843993,"Intermediate"
"ENSG00000254682",2.68992290387715e-15,1.27157720208396,0.42,0.131,1.03847163627081e-10,"Intermediate"
"SUSD1",0.000245669701021153,1.27140757064063,0.3,0.162,1,"Intermediate"
"ANKRD33B",0.000644068331569003,1.27136450431581,0.36,0.215,1,"Intermediate"
"MIR22HG",0.00362955274740283,1.27129709038847,0.26,0.152,1,"Intermediate"
"AMDHD2",1.47063504288472e-09,1.27116027361499,0.37,0.142,5.67753364656076e-05,"Intermediate"
"RAB11FIP1",2.20615923394077e-09,1.27077059229812,0.74,0.451,8.51709833855175e-05,"Intermediate"
"XPOT",3.10455297522052e-11,1.27061571941386,0.66,0.323,1.19854372161363e-06,"Intermediate"
"IL4R",2.37291605808452e-10,1.27049957426867,0.26,0.079,9.16087973384109e-06,"Intermediate"
"DCAF4",4.63329391018139e-13,1.27038458152083,0.45,0.166,1.78872944696463e-08,"Intermediate"
"ANKRD9",1.95969395645247e-11,1.27014817786063,0.4,0.142,7.56559448828042e-07,"Intermediate"
"TARS1",5.58403966720187e-13,1.26943980829091,0.74,0.418,2.15577435391995e-08,"Intermediate"
"MYO1E",9.52728033739102e-10,1.26941669543513,0.66,0.385,3.67810184705318e-05,"Intermediate"
"ENSG00000285664",2.03850791987036e-08,1.26909026491735,0.48,0.234,0.000786986367545151,"Intermediate"
"PXN-AS1",3.88197365864672e-08,1.26734337498201,0.36,0.145,0.00149867475065715,"Intermediate"
"RFLNB",4.37609965692242e-13,1.26675263689559,0.36,0.114,1.68943703355147e-08,"Intermediate"
"WNT3",2.50369122879638e-05,1.26656676756975,0.28,0.135,0.966575035789131,"Intermediate"
"RAB35",4.27354113352913e-14,1.26615094308524,0.42,0.137,1.64984329001026e-09,"Intermediate"
"RNF149",1.50868650825395e-08,1.26422602314553,0.74,0.439,0.000582443513376519,"Intermediate"
"WASL-DT",1.87345258981689e-13,1.26339959093585,0.32,0.093,7.23265106824709e-09,"Intermediate"
"PI4K2B",7.27698865198554e-13,1.26283636480462,0.57,0.239,2.80935423898554e-08,"Intermediate"
"UTP20",1.66430874566153e-11,1.26272393364721,0.49,0.198,6.4252303435009e-07,"Intermediate"
"SEMA4D",3.98698959378842e-14,1.26188735240604,0.3,0.081,1.53921720257796e-09,"Intermediate"
"ENSG00000279738",1.31188327899374e-10,1.26098653620074,0.32,0.107,5.06465658688323e-06,"Intermediate"
"POLG2",7.17954994530216e-13,1.26089047303677,0.6,0.26,2.77173705188335e-08,"Intermediate"
"GNA13",7.36515880105307e-11,1.25864188329487,0.62,0.301,2.84339320673455e-06,"Intermediate"
"ELL2",5.43945179428485e-09,1.2579681483253,0.6,0.323,0.000209995475970161,"Intermediate"
"MFSD4B",4.23963018375612e-10,1.25588017940311,0.81,0.488,1.63675162874089e-05,"Intermediate"
"NAA15",7.65717360260803e-10,1.25570155367104,0.78,0.473,2.95612844102286e-05,"Intermediate"
"SARS1",6.75705285100926e-12,1.254428890212,0.78,0.48,2.60862782366063e-07,"Intermediate"
"SERPINB1",1.84286559415954e-15,1.25277776012826,0.4,0.121,7.11456691281234e-11,"Intermediate"
"RAPGEF1",8.39608374966177e-10,1.25269590713016,0.7,0.379,3.24139209239442e-05,"Intermediate"
"AHCYL2",2.42332005114513e-11,1.25239649932942,0.77,0.457,9.35546938945088e-07,"Intermediate"
"CARD11",5.83828814404745e-08,1.25124081465294,0.35,0.146,0.00225392952089096,"Intermediate"
"APOOL",5.00533672398981e-15,1.25060831447037,0.66,0.284,1.93236029566351e-10,"Intermediate"
"L3MBTL3",1.63190265748696e-07,1.25025683764765,0.37,0.161,0.00630012339949414,"Intermediate"
"SLC4A7",3.88593904852878e-09,1.24970519825151,0.74,0.424,0.000150020562907502,"Intermediate"
"RAD51C",4.50826756590307e-15,1.24904780391925,0.53,0.192,1.74046177649254e-10,"Intermediate"
"ENSG00000214719",6.74851057583974e-14,1.24824115957876,0.39,0.122,2.60532999290869e-09,"Intermediate"
"PHAF1",8.87135905223414e-07,1.24547969961798,0.34,0.151,0.0342487687570551,"Intermediate"
"MED15",5.49238475737313e-11,1.24384539367935,0.65,0.312,2.12039005943147e-06,"Intermediate"
"HELLS",1.93146466879513e-11,1.24283701532157,0.7,0.383,7.45661250035046e-07,"Intermediate"
"TULP4",1.59997040522659e-09,1.24117949820278,0.78,0.466,6.17684574641776e-05,"Intermediate"
"CCNYL1",4.58529369777107e-07,1.24101968760802,0.46,0.227,0.017701984849615,"Intermediate"
"ANXA1",4.43201717331638e-07,1.24011749797169,0.55,0.323,0.0171102454993052,"Intermediate"
"ASCC3",8.6970667959655e-15,1.23997794968004,0.94,0.702,3.35758960725044e-10,"Intermediate"
"TIMM50",1.01919964337721e-12,1.23912598801034,0.62,0.287,3.93472214322204e-08,"Intermediate"
"H1-0",8.91220682108617e-08,1.23746955807267,0.66,0.388,0.00344064656534853,"Intermediate"
"TEX41",2.16215906497951e-16,1.23705417978503,0.44,0.139,8.34723128625991e-12,"Intermediate"
"WDR4",2.53892453465048e-12,1.23653924605522,0.41,0.148,9.80177205847163e-08,"Intermediate"
"NOL8",2.83595102203429e-11,1.23510475929311,0.51,0.203,1.09484725156656e-06,"Intermediate"
"ETV3",4.4204773536813e-14,1.23473887571622,0.47,0.161,1.7065694871622e-09,"Intermediate"
"WWP2",7.40790171832129e-12,1.23461229506494,0.63,0.289,2.85989453737512e-07,"Intermediate"
"CEBPB",3.28643428020264e-10,1.23232179331082,0.7,0.437,1.26876081821503e-05,"Intermediate"
"SCNN1A",8.3093115484262e-16,1.2302249296108,0.35,0.096,3.20789281638542e-11,"Intermediate"
"NUP88",2.18010735006603e-11,1.2301031023069,0.6,0.281,8.41652243566493e-07,"Intermediate"
"MAP3K8",8.83630387469421e-07,1.22709292021632,0.46,0.229,0.0341134347386445,"Intermediate"
"DNAJB1",0.000234034748296738,1.22707817937966,0.56,0.356,1,"Intermediate"
"MSTO1",2.01465594658855e-09,1.22674323322619,0.41,0.164,7.77778074739974e-05,"Intermediate"
"TAF1",1.27402281798193e-13,1.2266781090568,0.74,0.366,4.91849249110105e-09,"Intermediate"
"OIP5-AS1",7.68082054619056e-15,1.22599612123109,0.81,0.481,2.96525758006233e-10,"Intermediate"
"UNC13B",1.46932086476401e-11,1.22592069069233,0.61,0.269,5.67246013050793e-07,"Intermediate"
"MXD1",0.000352064050138643,1.2245591689108,0.37,0.201,1,"Intermediate"
"OTUD6B",1.25044050051852e-10,1.22430978244869,0.32,0.106,4.8274505963018e-06,"Intermediate"
"HTATIP2",2.24539391090075e-13,1.22379098100392,0.52,0.199,8.66856773242342e-09,"Intermediate"
"ABHD5",1.15377203620399e-09,1.22353409015599,0.5,0.218,4.45425232296912e-05,"Intermediate"
"ZNF398",1.40551849432286e-13,1.22323371302936,0.49,0.178,5.42614469918282e-09,"Intermediate"
"PDGFA",0.000697755808128011,1.2228879858416,0.26,0.136,1,"Intermediate"
"ELF1",6.14077931156216e-13,1.22143778600594,0.88,0.581,2.37070926102169e-08,"Intermediate"
"IFITM1",0.00565072642599646,1.22117363387859,0.68,0.729,1,"Intermediate"
"SNCA",0.0125076147565576,1.22103100708871,0.31,0.204,1,"Intermediate"
"MTFR2",3.13106638675371e-09,1.21961113614459,0.3,0.105,0.000120877948927014,"Intermediate"
"TMBIM1",1.14052704847605e-13,1.21904835328748,0.42,0.139,4.40311872334666e-09,"Intermediate"
"MT1E",0.945413226012275,1.21840684957456,0.63,0.593,1,"Intermediate"
"ABL2",2.83543122959221e-11,1.21833198231219,0.82,0.467,1.09464658049637e-06,"Intermediate"
"RPRM",9.73667107830093e-11,1.21831293674238,0.44,0.184,3.75893923648886e-06,"Intermediate"
"BDNF-AS",3.35625025801598e-06,1.21766378468186,0.29,0.125,0.129571397460965,"Intermediate"
"ENSG00000291073",3.26108402507443e-11,1.21673375857228,0.52,0.225,1.25897409872023e-06,"Intermediate"
"BCL2L11",7.90761623474295e-10,1.21670098101238,0.4,0.156,3.05281432358486e-05,"Intermediate"
"ZNF765",3.75945271328168e-11,1.21549807034682,0.56,0.237,1.45137431448953e-06,"Intermediate"
"AP4E1",3.5093208878722e-05,1.21271963937686,0.38,0.202,1,"Intermediate"
"RMND5A",8.10628360416034e-11,1.2121687279855,0.67,0.344,3.12951184822214e-06,"Intermediate"
"NUP205",8.31427001186635e-13,1.21188515633416,0.65,0.286,3.20980708078112e-08,"Intermediate"
"SBDSP1",3.97070178506914e-09,1.21096944588704,0.36,0.14,0.000153292913114379,"Intermediate"
"MKRN1",3.97029238633502e-16,1.20982170691893,0.84,0.51,1.5327710786685e-11,"Intermediate"
"SIPA1L3",1.2856466147711e-10,1.20931890328793,0.77,0.44,4.9633673209853e-06,"Intermediate"
"MLLT6",9.22204367399606e-06,1.20919299280517,0.29,0.131,0.356026218078292,"Intermediate"
"CLN3",1.56172342705192e-12,1.20912021503653,0.51,0.195,6.02918946247664e-08,"Intermediate"
"STK17A",3.38633471916286e-13,1.20901719524537,0.69,0.346,1.30732838168001e-08,"Intermediate"
"LARP1B",8.17518033668087e-09,1.20734258541086,0.83,0.493,0.000315611012077902,"Intermediate"
"PVR",2.84713568677699e-12,1.20715770312604,0.62,0.29,1.09916520323712e-07,"Intermediate"
"SPRING1",9.13151481807249e-10,1.2070170108302,0.64,0.33,3.52531261066506e-05,"Intermediate"
"STK38L",1.44423718748058e-12,1.20683891141904,0.48,0.183,5.57562208598752e-08,"Intermediate"
"DKC1",1.41306758887895e-13,1.20575138613833,0.81,0.475,5.45528873362606e-09,"Intermediate"
"TRIM11",1.14167419292174e-05,1.20513895162731,0.3,0.139,0.440754738919367,"Intermediate"
"ENSG00000285692",2.46495208097589e-05,1.20458846233045,0.3,0.145,0.951619400381551,"Intermediate"
"LYAR",7.06372788993169e-10,1.20455839737972,0.56,0.285,2.72702278918703e-05,"Intermediate"
"KLF5",9.87299301830583e-12,1.20230893523211,0.69,0.372,3.81156768464715e-07,"Intermediate"
"PILRB",5.93811684846877e-08,1.20196055265108,0.4,0.173,0.00229246939051985,"Intermediate"
"CPE",0.014223265174124,1.199904362175,0.27,0.181,1,"Intermediate"
"GMDS",2.51877581915344e-09,1.19863809203234,0.72,0.436,9.72398592742376e-05,"Intermediate"
"DUS3L",4.00850062824522e-07,1.19862718543112,0.28,0.108,0.0154752175254035,"Intermediate"
"RBFOX1",0.00384213961557909,1.19834354006053,0.29,0.178,1,"Intermediate"
"GOT1",3.79710850724247e-11,1.19600963591906,0.71,0.364,1.46591171030603e-06,"Intermediate"
"RNF115",8.03910103372619e-16,1.19570134518913,0.88,0.496,3.10357534508033e-11,"Intermediate"
"TBC1D22B",1.81265684033134e-08,1.19499036142754,0.41,0.182,0.000699794299778316,"Intermediate"
"DNAJB4",1.46026028322072e-06,1.19449530670499,0.4,0.201,0.0563748084940189,"Intermediate"
"MAX",2.0846008706502e-10,1.19357262170594,0.8,0.479,8.04781012123216e-06,"Intermediate"
"CLUH",1.82467461886863e-09,1.19343082227559,0.3,0.104,7.04433883360425e-05,"Intermediate"
"CYCS",1.44192762767301e-13,1.19313855749846,0.83,0.646,5.56670579939441e-09,"Intermediate"
"GPRC5B",9.24092650012803e-14,1.1927743575057,0.39,0.125,3.56755208463943e-09,"Intermediate"
"SYTL1",1.27240971172844e-06,1.19218674652031,0.29,0.126,0.0491226493309881,"Intermediate"
"CLCN7",4.14982203050115e-09,1.19209218087465,0.26,0.084,0.000160208029309527,"Intermediate"
"ANGPT2",0.00436898609230109,1.19196599545267,0.34,0.205,1,"Intermediate"
"ORC1",3.93635475286913e-09,1.19171196853836,0.29,0.102,0.000151966911589266,"Intermediate"
"ARL15",0.000643804594208267,1.19155014689417,0.75,0.578,1,"Intermediate"
"CTSL",0.920029047161,1.19136719270718,0.81,0.794,1,"Intermediate"
"ERN1",4.38334593214732e-07,1.19034420439829,0.44,0.21,0.0169223453056479,"Intermediate"
"SUGCT",1.20095279477438e-06,1.19026978018411,0.54,0.291,0.0463639835950597,"Intermediate"
"ENSG00000291063",8.53384849777467e-05,1.18950878521349,0.3,0.147,1,"Intermediate"
"NPEPPSP1",1.88599446141566e-11,1.18907029338258,0.44,0.165,7.2810702177413e-07,"Intermediate"
"SASH1",6.01769782091889e-13,1.18888908001664,0.84,0.478,2.32319242074394e-08,"Intermediate"
"ABCC10",1.48249412690702e-09,1.18888552228995,0.3,0.101,5.72331682633725e-05,"Intermediate"
"CS",8.93143908382574e-12,1.18605867610897,0.75,0.42,3.44807137270176e-07,"Intermediate"
"NUDT15",1.77352959889365e-09,1.18564436104578,0.58,0.306,6.84688836948883e-05,"Intermediate"
"LINC02994",3.75643440186699e-26,1.18534962721038,0.58,0.157,1.45020906518477e-21,"Intermediate"
"MCOLN1",8.47889053724974e-08,1.18443998547172,0.32,0.127,0.00327336048081064,"Intermediate"
"ITSN2",1.06307074379141e-11,1.1837198605008,0.67,0.317,4.10409091348114e-07,"Intermediate"
"SNX8",6.59594157654926e-09,1.18337290021738,0.53,0.254,0.000254642920504261,"Intermediate"
"SIRT1",6.00897146777341e-13,1.1817739154094,0.65,0.304,2.3198235248486e-08,"Intermediate"
"DCAF1",6.16310377499753e-09,1.18148108760143,0.48,0.212,0.000237932784337555,"Intermediate"
"SORT1",0.000220535506496854,1.18112775581857,0.26,0.13,1,"Intermediate"
"ARHGAP11A",3.96251401401644e-07,1.18059993604111,0.37,0.165,0.0152976816025118,"Intermediate"
"IFRD1",2.8087050169637e-07,1.17873212577352,0.88,0.622,0.01084328658849,"Intermediate"
"HNRNPF",9.61972836858471e-22,1.17819025244338,0.89,0.858,3.71379233397581e-17,"Intermediate"
"RNF220",1.14338305816554e-09,1.17558651243577,0.46,0.2,4.41414463435389e-05,"Intermediate"
"MAK16",2.62782519234858e-11,1.1728985821599,0.39,0.139,1.01449819375809e-06,"Intermediate"
"GPATCH4",2.78364874788462e-11,1.17276082488224,0.46,0.183,1.07465543560833e-06,"Intermediate"
"BMF",1.52067975097595e-05,1.17147246602115,0.25,0.109,0.587073624661774,"Intermediate"
"METTL8",6.46397004924743e-09,1.17068710630955,0.53,0.25,0.000249548027721246,"Intermediate"
"MYO5A",1.4251074464786e-12,1.17045754849645,0.59,0.253,5.50176980787529e-08,"Intermediate"
"ARRDC2",5.8332102327115e-12,1.17034050011396,0.25,0.067,2.2519691424406e-07,"Intermediate"
"ENSG00000259345",1.57904927918979e-06,1.16980545155395,0.47,0.249,0.0609607764724012,"Intermediate"
"DHX8",1.92621799266041e-10,1.16801408961599,0.48,0.198,7.4363571824648e-06,"Intermediate"
"ABCC1",2.47498115912592e-10,1.16766909186843,0.65,0.32,9.55491226292152e-06,"Intermediate"
"LARP4",2.7434932227791e-12,1.16691055512718,0.8,0.43,1.0591529935861e-07,"Intermediate"
"TRAPPC9",3.66057735162954e-08,1.16683386439353,0.71,0.414,0.0014132024923701,"Intermediate"
"PKMYT1",4.99051638878597e-11,1.16506463932861,0.28,0.084,1.92663875705471e-06,"Intermediate"
"RORA-AS1",3.32762266425844e-06,1.16483359648696,0.37,0.177,0.128466200576361,"Intermediate"
"SHROOM2",2.87670187352902e-14,1.16412503752619,0.4,0.127,1.11057952529461e-09,"Intermediate"
"ABCB8",9.70005661028658e-17,1.16290725891062,0.37,0.1,3.74480385496724e-12,"Intermediate"
"ARHGAP45",1.51258625427759e-12,1.16257319886999,0.38,0.126,5.83949049326407e-08,"Intermediate"
"SNX9",2.57165790085639e-12,1.16235052590355,0.9,0.676,9.92814249204618e-08,"Intermediate"
"SLC5A6",5.69033923559337e-09,1.16170427968088,0.33,0.123,0.000219681236529318,"Intermediate"
"SYNE2",1.07774155677317e-08,1.16161190365416,0.73,0.477,0.00041607290540785,"Intermediate"
"PRDM1",8.27684216704507e-09,1.16121417586689,0.29,0.105,0.000319535768700942,"Intermediate"
"ENSG00000291055",3.46178829162921e-11,1.15930492293348,0.41,0.15,1.33645798786637e-06,"Intermediate"
"PNO1",1.5578948882909e-13,1.15835337770823,0.62,0.263,6.01440900573584e-09,"Intermediate"
"DUSP16",1.17877931150677e-12,1.15453805709326,0.61,0.264,4.55079541000303e-08,"Intermediate"
"DDB2",0.000111758856122419,1.15429961658335,0.41,0.242,1,"Intermediate"
"DIAPH1",6.9742225266362e-13,1.15307391726299,0.76,0.386,2.69246834863317e-08,"Intermediate"
"NAA30",2.00919189600635e-11,1.15295079283081,0.58,0.252,7.75668623372213e-07,"Intermediate"
"EIF1AD",3.77188801518201e-08,1.1515214343707,0.33,0.127,0.00145617508714117,"Intermediate"
"CLU",2.00901270265134e-08,1.15148661078936,0.58,0.304,0.000775599443985578,"Intermediate"
"NABP1",1.80253986799755e-06,1.15140971486131,0.41,0.201,0.0695888541439133,"Intermediate"
"TLE1",1.58359246041863e-13,1.15074033468362,0.84,0.518,6.11361705269217e-09,"Intermediate"
"AP1S1",1.71908593771474e-09,1.1500341842645,0.68,0.457,6.63670317114154e-05,"Intermediate"
"RPIA",4.56876564181469e-13,1.14996645667477,0.58,0.233,1.76381766367898e-08,"Intermediate"
"TMED5",5.78007325145045e-11,1.14986125996913,0.55,0.24,2.23145507945496e-06,"Intermediate"
"MRPS23",2.61702722423718e-13,1.14897214584732,0.77,0.556,1.01032953018901e-08,"Intermediate"
"PHLPP2",6.29633131188369e-10,1.14858431813439,0.47,0.201,2.43076166626582e-05,"Intermediate"
"GRIK2",9.97767077000172e-06,1.14831314912857,0.32,0.152,0.385197957746687,"Intermediate"
"MOB3B",5.44148523638506e-11,1.14828291980961,0.49,0.202,2.10073979035881e-06,"Intermediate"
"SAV1",2.7145649269385e-10,1.14757281387174,0.69,0.368,1.04798493569388e-05,"Intermediate"
"LACTB",2.70238711712221e-12,1.14691011503991,0.56,0.234,1.0432835704362e-07,"Intermediate"
"SETD1A",1.349893108e-08,1.14658326864679,0.33,0.127,0.00052113973327448,"Intermediate"
"CEACAM16-AS1",0.00424554147315186,1.1452212340829,0.28,0.167,1,"Intermediate"
"RBM15",1.4964423401046e-08,1.14355691907769,0.36,0.143,0.000577716529820781,"Intermediate"
"ENSG00000254186",6.35609497333574e-07,1.14324022496279,0.52,0.262,0.02453834025406,"Intermediate"
"MIR181A1HG",1.10675711796464e-06,1.1412617667314,0.26,0.103,0.042727465296143,"Intermediate"
"TLCD4",3.74760099200141e-06,1.14101793836276,0.31,0.141,0.144679883897207,"Intermediate"
"RNASET2",8.58134345518801e-13,1.14052938192047,0.58,0.255,3.31291345430988e-08,"Intermediate"
"PCNT",1.23920927819028e-06,1.1388921589506,0.44,0.216,0.0478409133938141,"Intermediate"
"IPO7",1.43202905982088e-13,1.13888139732342,0.86,0.55,5.52849138834447e-09,"Intermediate"
"KCNG3",2.88998871973979e-16,1.13845050531088,0.36,0.101,1.11570904514274e-11,"Intermediate"
"NDUFAB1",4.53909135146274e-13,1.13839273225112,0.9,0.907,1.7523616071457e-08,"Intermediate"
"NPC1",8.9563639426806e-10,1.13785515067949,0.57,0.264,3.45769386371127e-05,"Intermediate"
"SLC25A51",4.73054593252863e-07,1.13745954084754,0.38,0.168,0.01826274562712,"Intermediate"
"POLR3C",8.57903662301601e-09,1.13636444693173,0.44,0.19,0.000331202287868156,"Intermediate"
"CBS",8.1005641854884e-14,1.1361602617267,0.8,0.435,3.12730380944965e-09,"Intermediate"
"FBXW7",1.75405557567426e-12,1.13603459097255,0.94,0.63,6.77170695544803e-08,"Intermediate"
"NCBP2AS2",9.42582524380199e-13,1.13387443601106,0.79,0.466,3.6389340936222e-08,"Intermediate"
"SLC25A29",1.96015610866422e-09,1.13361695426796,0.54,0.267,7.56737867310909e-05,"Intermediate"
"KHDC4",5.90383295419404e-09,1.13340966245585,0.55,0.261,0.000227923375029615,"Intermediate"
"PIM1",7.87923982631758e-09,1.13075463174031,0.56,0.297,0.000304185932734816,"Intermediate"
"TET2",1.79800161617125e-05,1.12853801494306,0.49,0.277,0.694136503939071,"Intermediate"
"FAM174B",1.31979198242866e-09,1.12786273378474,0.33,0.119,5.09518892736409e-05,"Intermediate"
"ANAPC7",7.28323560800017e-11,1.12753633502218,0.58,0.248,2.81176593882454e-06,"Intermediate"
"ZNF697",5.84957782816446e-11,1.12692269444241,0.41,0.154,2.25828801634117e-06,"Intermediate"
"RTTN",1.72252636090173e-05,1.12676079214252,0.58,0.344,0.664998526889721,"Intermediate"
"BALR6",8.84749706621743e-11,1.12625495382314,0.42,0.16,3.4156647173839e-06,"Intermediate"
"KAT2A",4.21126688061422e-09,1.12266283600461,0.25,0.079,0.000162580169192993,"Intermediate"
"MTRR",1.15523970853944e-07,1.12181371605644,0.41,0.177,0.00445991841878737,"Intermediate"
"HNMT",1.96862237620285e-05,1.12177907618973,0.28,0.123,0.760006354556872,"Intermediate"
"PHF8",1.25122795188051e-10,1.12149401778211,0.59,0.277,4.83049063102988e-06,"Intermediate"
"CENPJ",1.67398630273559e-07,1.12071106954717,0.46,0.226,0.00646259152034103,"Intermediate"
"ZNF195",0.00306975592828091,1.12013901752538,0.29,0.162,1,"Intermediate"
"B3GALNT2",2.02416712693436e-08,1.11992062528489,0.56,0.274,0.000781449961024279,"Intermediate"
"TMEM158",3.13291067763201e-10,1.11871970101616,0.26,0.079,1.20949149620661e-05,"Intermediate"
"HMGB3",4.83698597985386e-09,1.11707892387644,0.76,0.539,0.000186736680738238,"Intermediate"
"PRRC2B",3.37140196591772e-12,1.11454359830593,0.94,0.7,1.30156344296219e-07,"Intermediate"
"SGTB",9.9278089009978e-08,1.11429771827126,0.44,0.198,0.00383272990431921,"Intermediate"
"AGAP1",3.05679947460046e-11,1.11426486668849,0.92,0.739,1.18010800516425e-06,"Intermediate"
"MTOR",1.49120865540571e-11,1.11424757012965,0.62,0.28,5.75696013505928e-07,"Intermediate"
"ABHD3",2.33913428891487e-08,1.11340644938169,0.55,0.264,0.000903046183578475,"Intermediate"
"FOXN3",2.82431379680661e-13,1.11327071526559,0.96,0.788,1.09035458439516e-08,"Intermediate"
"GRPEL1",6.99398456177268e-10,1.11163796018899,0.68,0.374,2.70009767991796e-05,"Intermediate"
"ATP8B1",0.0105113346156229,1.11127061401441,0.32,0.203,1,"Intermediate"
"OPA3",2.09106004222855e-11,1.11068442429271,0.4,0.139,8.07274639902756e-07,"Intermediate"
"GCLC",1.97469091281398e-12,1.10958761409431,0.62,0.272,7.62349173800964e-08,"Intermediate"
"ADCK2",2.52199022205807e-09,1.10914063536917,0.3,0.105,9.7363954512774e-05,"Intermediate"
"MYO19",2.2623345648309e-08,1.10799198913369,0.49,0.231,0.000873396882098619,"Intermediate"
"ATG16L1",2.64622941862245e-08,1.10770545603584,0.37,0.152,0.00102160332935338,"Intermediate"
"MICAL3",9.0876602156326e-09,1.10754545311955,0.63,0.312,0.000350838210284712,"Intermediate"
"KIF1C",3.97699800654741e-11,1.10664207206515,0.48,0.187,1.53535985040769e-06,"Intermediate"
"PDSS1",3.53356585419697e-05,1.10630936059493,0.33,0.165,1,"Intermediate"
"AKAP8",5.56870555616133e-06,1.10554288304077,0.42,0.207,0.214985446701164,"Intermediate"
"PCIF1",5.59138700286121e-13,1.10503504796538,0.41,0.138,2.1586108663246e-08,"Intermediate"
"FAM20B",6.19181384880557e-10,1.10472576661248,0.52,0.226,2.39041165446988e-05,"Intermediate"
"HIC2",6.68742949352721e-09,1.10442924513339,0.64,0.305,0.000258174903027112,"Intermediate"
"ZNF251",6.75518530004574e-06,1.1032197664222,0.44,0.223,0.260790683693566,"Intermediate"
"PARP16",0.00110511907205258,1.10158268886892,0.25,0.128,1,"Intermediate"
"ENSG00000263272",3.31181341055767e-07,1.10064982364566,0.31,0.129,0.0127855868527989,"Intermediate"
"PDE12",5.11369790969239e-09,1.09963886041104,0.3,0.106,0.000197419421501584,"Intermediate"
"EEA1",1.28967312189291e-09,1.09876791121398,0.77,0.452,4.97891205437977e-05,"Intermediate"
"WDR25",4.22227561485358e-09,1.09808921114729,0.45,0.194,0.000163005172387037,"Intermediate"
"BEX2",7.13584045077103e-06,1.09794469874115,0.39,0.195,0.275486256442467,"Intermediate"
"FRMD5",1.07527170457685e-06,1.09697292191432,0.27,0.109,0.0415119394268939,"Intermediate"
"SETD1B",4.48832883238678e-11,1.09640571445823,0.5,0.202,1.73276422903124e-06,"Intermediate"
"CHERP",4.25112689697782e-12,1.09480074801277,0.62,0.262,1.64119004984726e-07,"Intermediate"
"SAT1",1.84358011353282e-13,1.09316294902919,0.89,0.703,7.11732538630479e-09,"Intermediate"
"CLDN4",0.000167974399857357,1.09277940895764,0.28,0.148,1,"Intermediate"
"AKIRIN1",3.806470113835e-17,1.09260043776956,0.89,0.671,1.46952585214714e-12,"Intermediate"
"BLTP2",6.93121572301936e-08,1.09221589155503,0.36,0.146,0.00267586514202886,"Intermediate"
"CD99P1",0.0142204402101367,1.09198200685365,0.34,0.217,1,"Intermediate"
